_id,description,predicted_category,title
5db0aec0f0a9b700adeec098,Several inaccessible villages in Malkangiri have no basic health services. What they do have is a doctor whose visits are eagerly awaited.,health,Health care a far cry in Odisha’s Malkangiri village
5db0aec0f0a9b700adeec099,Delay in release of first-ever nutrition survey conducted by the Centre causes concern among health experts.,health,"Obesity and undernutrition coexist, finds study"
5db0aec0f0a9b700adeec09a,NIMHANS organises a first of its kind guided tour of the facility,health,Dispelling myths and stigma about mental health care
5db0aec0f0a9b700adeec09b,The BCCI’s acting secretary Amitbah Choudhary has cited health and visa-related issues for not attending the International Cricket Council’s annual conference in London last July and the Asian Cricket,sports,"Amitabh cites health reasons for missing ICC, ACC meetings"
5db0aec0f0a9b700adeec09c,Kamrakh is notoriously sour but has got zillions of health benefits,health,Stars without a fault: The benefits of star fruit
5db0aec0f0a9b700adeec09d,Union Minister of State for Health Ashwini Kumar Choubey has said the Centre is planning to produce 1 lakh medical graduates by adding 75 more government colleges in the country by 2022. The Minister,general,‘Medical seatsto go up to1 lakh by 2022’
5db0aec0f0a9b700adeec09e,"The Maternal Mortality Ratio (MMR) has reduced considerably in Tiruchi, Chengalpattu and Pudukottai in the last two to three years, according to Health Minister C. Vijayabaskar. As per a Memorandum of",general,Maternal Mortality Ratio has dropped sharply in 3 districts: Minister Vijayabaskar
5db0aec0f0a9b700adeec09f,"‘Standardise definition of fraud, abuse’",general,IRDAI-NHA panel batsfor strong law to deter health insurance fraud
5db0aec0f0a9b700adeec0a0,"Long and erratic working hours, lack of weekly off days or holidays and a stressful working environment may not be new for a PG student or intern (also known as house surgeon) in Tamil Nadu. But, working conditions are worsening, putting many of them under un…",science,When healing hurts: Medicos across Tamil Nadu lament worsening work conditions
5db0aec0f0a9b700adeec0a1,"Vapers body protests ban on e-cigarettes, advocates their use to reduce nicotine addiction",business,‘Govt. denying me right to save my life’
5db0aec0f0a9b700adeec0a2,Mahatma Gandhi Memorial Government Hospital opens a special outpatient ward,health,One tests positive for dengue in city
5db0aec0f0a9b700adeec0a3,"Rallies, awareness camps mark World Heart Day",health,"Stress, sedentary lifestyle damage heart: experts"
5db0aec0f0a9b700adeec0a4,Offers rh-Insulin at less than 10 U.S. cents/day in LMI nations,health,Life-enabling product like insulin should be made affordable: Shaw
5db0aec0f0a9b700adeec0a5,Offers rh-Insulin at less than 10 U.S. cents/day in LMI nations,health,Life-enabling product like insulin should be made affordable: Shaw
5db0aec0f0a9b700adeec0a6,"On the occasion of World Rabies Day, the Animal Husbandry department administered rabies vaccination to dogs here on Saturday.Thirty-two dogs were vaccinated by a team of doctors, including clinician",health,32 dogs vaccinated
5db0aec0f0a9b700adeec0a7,"If you’re dark skinned, your heart rate monitors may not be accurate. But should you worry about it?",health,Can we trust heart rate monitors?
5db0aec0f0a9b700adeec0a8,"Of the cases studied, 21 had been adjudicated by the Supreme Court, and 173 were filed before different High Courts",general,Courts did not allow abortion in 20% of cases filed by rape survivors: Study
5db0aec0f0a9b700adeec0a9,"Minister distributes spectacles, certificates of eye donation, Arogya Suraksha cards to beneficiaries",general,Decision on having government staff at maternity hospital soon: Sriramulu
5db0aec0f0a9b700adeec0aa,"Q. I am a 48-year-old married person, employed in a private school as a teacher. I earn ₹22,000 per month, including provident fund contributions. My child is in the eleventh standard and is pursuing",health,ASK US
5db0aec0f0a9b700adeec0ab,People have sought action from the Forest Department in either shifting the animals from there or in providing protective mechanism,health,Three bears attack farmer in Kalyandurg
5db0aec0f0a9b700adeec0ac,The Vijayawada Municipal Corporation (VMC) officials have seized more than 6 tonnes of he banned single-use plastic products after a gazette notification was issued in this regard last month.According,health,VMC officials seizes 6 tonnes of plastic products after ban
5db0aec0f0a9b700adeec0ad,"SIVAGANGA Two persons allegedly attempted self-immolation at the Collectorate here on Monday.Police said Sampoornam, 65, tried to end her life by pouring kerosene on herself and setting herself on fir",entertainment,Two attempt self-immolation
5db0aec0f0a9b700adeec0ae,250 food items put on display at the event,health,Awareness programme highlights benefit of millets
5db0aec0f0a9b700adeec0af,The NGO to document the transformation of Kudikunta lake,science,Saving lakes: communities get cracking with the help of SAHE
5db0aec0f0a9b700adeec0b0,‘Need to scale up mosquito control and sanitation measures’,health,Call for cohesive strategy to check viral fevers
5db0aec0f0a9b700adeec0b1,The Delhi Pollution Control Committee (DPCC) on Saturday imposed heavy fines on authorities for violating construction norms.A fine of ₹5 lakh was imposed on the Central government-run National Buildi,general,DPCC fines authorities over pollution
5db0aec0f0a9b700adeec0b2,The Cabinet Committee on Economic Affairs has approved to set up 75 government medical colleges in the country by 2021-2022. How will this move affect medical education and healthcare?,health,Move to raise the bar
5db0aec0f0a9b700adeec0b3,"Taylor, 30, made her England debut in 2006, and went on to make 226 appearances.",sports,England woman wicket-keeper Sarah Taylor retires from international cricket
5db0aec0f0a9b700adeec0b4,CMC’s cooking event on World Diabetes Day stresses on effective management,health,"Students, homemakers whip up diabetes-friendly recipes"
5db0aec0f0a9b700adeec0b5,Kidathon for those under 12 to be held on Wednesday,general,‘Joy of Giving’ to start with walk for children
5db0aec0f0a9b700adeec0b6,Property disputes present several hurdles for removal of encroachments in the vicinity of water bodies,health,Lakes in city turning cesspools
5db0aec0f0a9b700adeec0b7,"About 200 in one lakh Indians prone to cardiac issues, says study",health,‘Heart attack linked to air pollution’
5db0aec0f0a9b700adeec0b8,Vasireddy Padma calls for concerted effort to curb the menace,sports,Panel hits upon novel ideasto end child marriages
5db0aec0f0a9b700adeec0b9,"Wants details of insurance firm, premium clearly specified",business,IRDAI issues norms for travel policies sold via portals
5db0aec0f0a9b700adeec0ba,Biology taught practically to students; they spend quality time in gardening,sports,"KGBVs sport a green look with flower, kitchen gardens"
5db0aec0f0a9b700adeec0bb,The slew of reports regarding the violation of child rights in Jammu and Kashmir are indeed worrisome. The atrocities that are being inflicted upon the children amount to the most brutal form of chil,general,Childhoods lost
5db0aec0f0a9b700adeec0bc,"This heartfelt recollection of a cherished individual is a useful reminder that relationships may be ephemeral, but their effects on our minds and personality are, thankfully, lasting.",entertainment,My friend Vasu
5db0aec0f0a9b700adeec0bd,"Q1. Due to increase in pollution, with the use of fossil fuels, a Mexican company has started making environment-friendly fuels with the help of methane. They source it from a plant that is commonly f",business,Knowledge Quiz
5db0aec0f0a9b700adeec0be,"While her namesake hogs the limelight, Laxmi enjoys a quiet and cosy life at her owner’s farmhouse in south Delhi",sports,The ‘undisputed last elephant’ of Delhi
5db0aec0f0a9b700adeec0bf,"Run and managed by women under the State’s RT Mission programme, Samridhi Ethnic Food Restaurant in Kumarakom has won an award",health,Ethnic food and women’s empowerment at this restaurant in Kumarakom
5db0aec0f0a9b700adeec0c0,Bus stand and railway station still lack facilities for them,science,Call to make Palani disabled friendly
5db0aec0f0a9b700adeec0c1,Thiruvananthapuram Corporation’s licencing system for private vehicles collecting septage has led to coordinated collection and preventing it from being dumped in nearby water bodies,general,Septage collection gets streamlined
5db0aec0f0a9b700adeec0c2,"Pedestrians inconveniencedPedestrians are forced to walk on Anna Salai at great risk. There is only one traffic policeman near the Teynampet signal. He is unable to control traffic, as motorists from",science,Readers’ Mail
5db0aec0f0a9b700adeec0c3,"Box office results notwithstanding, Mandira Bedi, 47, has made her presence felt in her recent films. Making a smooth transition between different platforms, Mandira was recently seen in “Smoke”, a cr",entertainment,Mandira Bedi is growing stronger
5db0aec0f0a9b700adeec0c4,"Seelampur, one of India’s largest e-waste markets, is where your phone and computer go to die. Now, new laws are in the air and this could change life for the people who work here",health,"Nearly 50,000 people make a living out of Seelampur’s e-waste"
5db0aec0f0a9b700adeec0c5,Actor Bhumi Pednekar would rather use fame to champion climate warriors and disrupt beauty standards,entertainment,Bhumi Pednekar: on turning climate warrior and disrupting beauty standards
5db0aec0f0a9b700adeec0c6,Dhaka’s attempts to send back Rohingya fail as refugees think they won’t be safe in Myanmar.,sports,Between home and refugee camps
5db0aec0f0a9b700adeec0c7,Can the dry powder decompose or pose health risks? Here's a brief explainer:,health,Can protein powder go bad before its expiry date? - Times of India
5db0aec0f0a9b700adeec0c8,"People with high-quality jobs but long, inflexible hours tend to report worse mental health and increased injury experience.",health,"More than just money: The work you do, and culture at office can directly impact your health - Economic Times"
5db0aec0f0a9b700adeec0c9,"A six-minute walking test may not be that accurate, your smartwatch can analyse heart health better Economic Times View full coverage on Google News",health,"A six-minute walking test may not be that accurate, your smartwatch can analyse heart health better - Economic Times"
5db0aec0f0a9b700adeec0ca,"Wearable devices like Fitbits and Apple Watches can be used to estimate exercise capacity and determine the health status of patients, says a new study.",health,"Fitbits, Apple Watches can be used in patient care: Study - ETTelecom.com"
5db0aec0f0a9b700adeec0cb,"It is important to understand that if you are feeling incredibly pressured at the workplace, it may manifest in various health conditions.",entertainment,Is your job making you sick? Check these 3 signs! - Times of India
5db0aec0f0a9b700adeec0cc,"Fitbits, Apple Watches can be used in patient care: Study - ET BrandEquity ETBrandEquity.com Best smartwatch for fitness 2019 – We reveal if Samsung, Apple, Fitbit or Garmin is the gadget for you The Sun Fitness trackers aid accurate health predictions for pa…",technology,"Fitbits, Apple Watches can be used in patient care: Study - ET BrandEquity - ETBrandEquity.com"
5db0aec0f0a9b700adeec0cd,"In India, half of all reported heart attacks are caused due to cardiovascular diseases in people under the age of 50, and 25% of those occur in people below 40. The population of cardiovascular patients is rising rapidly, and the disease is afflicting younger…",health,"World Heart Day: Binge On Legumes, Nuts; Exercise For 45 Mins Daily - Healthy Heart Tips - Economic Times"
5db0aec0f0a9b700adeec0ce,Statins' dosage can increase or decrease osteoporosis risk Times of India Statins could increase or decrease osteoporosis risk—the dosage makes the difference Medical Xpress View full coverage on Google News,general,Statins' dosage can increase or decrease osteoporosis risk - Times of India
5db0aec0f0a9b700adeec0cf,World Heart Day: Control hypertension to stop your heart suffering silently Times of India,general,World Heart Day: Control hypertension to stop your heart suffering silently - Times of India
5db0aec0f0a9b700adeec0d0,The combination of the right food and exercise is the most effective way to lose weight.,health,How to have barley (Jau) water for weight loss - Times of India
5db0aec0f0a9b700adeec0d1,Stress in the short term can help you to cope with potentially serious situations such as meeting a tight deadline,general,What happens to your body when you are stressed? - Times of India
5db0aec0f0a9b700adeec0d2,"Amazon Great India Festival: You can get the iPhone XR for Rs 29,999; here's how Economic Times iPhone XR at Rs 29,999 on Amazon! Heres how to get it such cheap Zee Business Amazon Great Indian Festival 2019 sale: Apple iPhone XR available starting Rs 42,999 …",business,"Amazon Great India Festival: You can get the iPhone XR for Rs 29,999; here's how - Economic Times"
5db0aec0f0a9b700adeec0d3,"After an anxiety attack at work, the writer learns how medication, in tandem with lifestyle changes, helps him cope with the problem",health,My experiments with depression
5db0aec0f0a9b700adeec0d4,Twinkle Khanna’s upcoming online venture will be the Refinery29 of India,technology,"Tales from Twinkle Khanna’s new website, Tweak"
5db0aec0f0a9b700adeec0d5,"India News: NEW DELHI: Executing the “name and shame"" initiative for averting fraud in its flagship Ayushman Bharat health insurance scheme, the government has ma.",health,'Name & shame' strategy against errant hospitals to prevent PMJAY frauds
5db0aec0f0a9b700adeec0d6,"This was the first time the PM commented on health hazards linked to e-cigarettes since the Union cabinet banned the sale, production and storage of e-cigarettes through an ordinance. Addressing the nation through his ‘Mann ki Baat’, Modi said it was a “myth”…",general,"PM Modi targets tobacco, defends e-cigarette ban"
5db0aec0f0a9b700adeec0d7,"Prime Minister Narendra Modi on Sunday said e-cigarettes were banned to prevent the youth from falling into the new way of intoxication. He also said there are several misconceptions being spread about use of e cigarettes, including the one which says that it…",general,E-cigarettes banned to prevent youth from falling into new way of intoxication: PM Modi
5db0aec0f0a9b700adeec0d8,"The protesters termed the ban ""wilful genocide by the government"", saying ""it will push current vapers back to deadly smoking and deprive the country's 11 crore smokers of safer options"". They alleged that the government is neglecting public health as well as…",business,Vapers hold nationwide protest against ban on e-cigarettes
5db0aec0f0a9b700adeec0d9,Paswan talks about the new Consumer Protection Act and the elimination of single-use plastic.,business,"Under the new consumer protection law, class action suit can be filed against companies, says Ram Vilas Paswan"
5db0aec0f0a9b700adeec0da,‘Ensuring proper health during pregnancy period is a must’,health,Publicise health plan for pregnant women: MLA
5db0aec0f0a9b700adeec0db,"Narayana Health to help patients receive quick diagnosis, care",health,Future of healthcare is digital: Dr. Shetty
5db0aec0f0a9b700adeec0dc,‘These biocontrol measures are a lot easier to introduce in villages’,health,Health dept. begins breeding gambusia fish to fight mosquitoes
5db0aec0f0a9b700adeec0dd,Govt. insists that infrastructure in border districts be improved,general,"T.N. raises health, fisherfolk issues at inter-State meet"
5db0aec0f0a9b700adeec0de,"In the last 28 days, 12 persons tested positive for dengue in Tiruvallur district and its neighbouring villages. The Public Health Department (PHD) has stepped up monitoring of fever cases and has dir",health,12 dengue cases detected in Tiruvallur in a month
5db0aec0f0a9b700adeec0df,Union Minister of State for Health and Family Welfare Ashwini Kumar Choubey said that the target of the Central Government is to reduce Non-Communicable Diseases (NCDs) like heart disease and cancer b,health,Centre aims to bring down NCDs by 25% in six years
5db0aec0f0a9b700adeec0e0,The exercise taken up after 15 days of tragedy in the Godavari,health,Operation to salvage boat begins
5db0aec0f0a9b700adeec0e1,"Study unveils proliferation of the spiders, which usually live in dry regions",science,‘Social spiders’ give a hint about climate change
5db0aec0f0a9b700adeec0e2,"Nifty has to continue to hold 11,500 to witness an upmove towards 11,666 and then 11,750.",business,"F&O watch: Nifty trading range widens to 11,300-12,000 zone"
5db0aec0f0a9b700adeec0e3,"Over the next 20-25 years, AI is going to be “a very, very big disruptor” for the Indian society, says the former Infosys CEO.",business,India can become world leader in artificial intelligence: Vishal Sikka
5db0aec0f0a9b700adeec0e4,Ranitidine tablets are used to treat peptic ulcers of the stomach and intestines.,health,Strides Pharma suspends sale of Ranitidine tablets in U.S.
5db0aec0f0a9b700adeec0e5,Some mysteries aren’t meant to be solved; for others you have this pithy column,technology,Money for nothing
5db0aec0f0a9b700adeec0e6,‘There will be limited resource for each individual’,science,Develop tech to turn CO2 into amino acid: scientist
5db0aec0f0a9b700adeec0e7,To tide over expenses incurred through subscription of e-journals,health,Varsities moot consortium for online journals
5db0aec0f0a9b700adeec0e8,"If on his 150th birthday, the Mahatma were to come back, the Salt March would become the Aadhaar Satyagraha, challenging the idea of citizenship as identification",sports,The return of Gandhi
5db0aec0f0a9b700adeec0e9,"A total of 26,808 candidates, including 18,093 women, would be conferred with degrees during the 32nd convocation of Alagappa University to be presided over by Governor and Chancellor of the Universit",health,Governor to preside over Alagappa varsity convocation
5db0aec0f0a9b700adeec0ea,A slew of activities have been planned around Bird Watching Day in the city,science,Winged mission
5db0aec0f0a9b700adeec0eb,"The Placement and Training Cell of Bharathidasan University is planning to create a database of final-year students undergoing training for civil service and competitive examinations, so as to track t",technology,Success rate of students trained for UPSC exams to be tracked
5db0aec0f0a9b700adeec0ec,What have researchers at Google achieved? How are quantum computers different from regular personal computers? How will it impact the technology world?,technology,What is ‘quantum supremacy’?
5db0aec0f0a9b700adeec0ed,Their field study on natural calamities wins them invite to global event,science,State students share Diviseema cyclone lessons in Japan
5db0aec0f0a9b700adeec0ee,Carell is the show’s co-creator and executive producer as well,entertainment,"John Malkovich, Ben Schwartz join Steve Carell’s Netflix comedy ‘Space Force’"
5db0aec0f0a9b700adeec0ef,NIMHANS organises a first of its kind guided tour of the facility,health,Dispelling myths and stigma about mental health care
5db0aec0f0a9b700adeec0f0,"If you’re dark skinned, your heart rate monitors may not be accurate. But should you worry about it?",health,Can we trust heart rate monitors?
5db0aec0f0a9b700adeec0f1,"At convocation, Prime Minister lays stress on innovation",general,"Keep Mother India in mind wherever you are, Modi tells graduating IITians"
5db0aec0f0a9b700adeec0f2,"“Not only is this your social responsibility, it also makes immense business sense,” the Prime Minister said, delivering the convocation address at the 56th Convocation Ceremony at the IIT-Madras campus",general,"Keep in mind the needs of India, PM requests IIT-Madras graduates"
5db0aec0f0a9b700adeec0f3,Cost of initiative to be met from ₹5 crore awarded by Centre under RUSA scheme,business,Maharaja’s to fund innovative projects by students
5db0aec0f0a9b700adeec0f4,Biology taught practically to students; they spend quality time in gardening,sports,"KGBVs sport a green look with flower, kitchen gardens"
5db0aec0f0a9b700adeec0f5,Some mysteries aren’t meant to be solved; for others you have this pithy column,technology,Money for nothing
5db0aec0f0a9b700adeec0f6,"Smartivity leads the STEM toys market, with products that encourage creativity and design thinking",health,How Smartivity puts STEM to play
5db0aec0f0a9b700adeec0f7,Salman Khurshid on the angst of a community that has endured many indignities in a seemingly secular state,entertainment,"‘Visible Muslim, Invisible Citizen’ review: Out on a limb"
5db0aec0f0a9b700adeec0f8,VBA’s Gopichand Padalkar returns to saffron party,general,BJP poaches Dhangar leader to take on Ajit Pawar
5db0aec0f0a9b700adeec0f9,"Besides teaching Tamil, L Ramraj enjoys using theatre to introduce his students to literature, social issues and more",entertainment,Drama and real life
5db0aec0f0a9b700adeec0fa,"While Kochi Corporation and the municipalities of Thripunithura, Thrikkakara, Angamaly, Aluva and Kalamassery continue to transport waste to the dumping site at Brahmapuram, a number of local bodies have started embracing methods that treat biodegradable wast…",health,Kochi divided on how to deal with biodegradable waste
5db0aec0f0a9b700adeec0fb,Kamrakh is notoriously sour but has got zillions of health benefits,health,Stars without a fault: The benefits of star fruit
5db0aec0f0a9b700adeec0fc,"More than 1,000 policemen have been deployed inside and outside the campus",general,"PM Modi visit to Chennai: I can see the dreams of the future in your eyes, he tells IIT-Madras graduates"
5db0aec0f0a9b700adeec0fd,"Despite being awarded the Institute of Eminence status, how far will these educational institutions have to go before they are considered ‘world-class’",entertainment,Can they make a difference?
5db0aec0f0a9b700adeec0fe,Statins' dosage can increase or decrease osteoporosis risk Times of India Statins could increase or decrease osteoporosis risk—the dosage makes the difference Medical Xpress View full coverage on Google News,general,Statins' dosage can increase or decrease osteoporosis risk - Times of India
5db0aec0f0a9b700adeec0ff,"Researchers at the Centre for Nano Science and Engineering at the Indian Institute of Science (IISc), Bengaluru, have developed a technique to trap and move tiny objects in the nanoscale using optical",science,"IISc: Trapping, moving nanoparticles with light"
5db0aec0f0a9b700adeec100,The scientific paper on the DNA analysis of the Harappan skeleton from Rakhigarhi claims that there was no Aryan invasion and no Aryan migration and that all the developments right from the hunting-gathering stage to modern times in South Asia were done by in…,science,DNA analysis of Harappan skeleton from Rakhigarhi: Thin evidence
5db0aec0f0a9b700adeec101,"The Railway ministry, Department of Science & Technology and IIT-Kanpur have forged an association on a project on 'Industry 4.0', which includes a host of digital technologies like artificial intelligence, Big Data, machine learning and cloud computing.",business,"Industry 4.0: Railways to integrate Big Data, AI - ETCIO.com"
5db0aec0f0a9b700adeec102,The KR Narayanan National Institute of Visual Science and Arts invites applications for its new programmes in visual science,science,Celluloid dreams
5db0aec0f0a9b700adeec103,"It is not enough to learn science, technology, engineering and mathematics. We need to encourage innovation and help students connect their lessons with real-world problems",science,Putting STEM to work
5db0aec0f0a9b700adeec104,"Skills which were relevant twelve to eighteen months ago are not relevant now - the bottom line is that change is going to be constant, says Chaitanya Sreenivas, HR head, IBM India.",business,"Onus is on employees to align themselves to emerging technologies, says IBM India’s HR head"
5db0aec0f0a9b700adeec105,"Prof. Gurmeet Singh honoured for his contributions in the field of corrosion science, smart materials",science,Lifetime achievement award given to Vice-Chancellor of Pondicherry University
5db0aec0f0a9b700adeec106,Self-defence classes also on the anvil,general,"Moral science classes in govt. schools from next week, says Minister"
5db0aec0f0a9b700adeec107,"The city-based Centre for Innovation in Science and Social Action (CISSA), collaborating with like-minded organisations, is rolling out a multi-event campaign to discourage the use of single-use plast",health,Campaign against single-use plastics on Oct. 2
5db0aec0f0a9b700adeec108,The Central Bureau of Investigation has registered a case against the then deputy director and another official of Rohini-based Forensic Science Laboratory (FSL) for allegedly fudging reports in three,technology,Former FSL deputy director booked for fudging reports
5db0aec0f0a9b700adeec109,Students will stand at 19 traffic junctions and on airport premises to advise them,sports,Volunteers of Uyir Clubs take road safety awareness to motorists
5db0aec0f0a9b700adeec10a,National Institute of Technology Puducherry (NITPY) at Karaikal is all set to double its faculty strength from 32 to 64 in a month&#39;s time.Hundreds of applications are being scrutinised for choosin,business,NITPY in the process of doubling its faculty strength
5db0aec0f0a9b700adeec10b,"It could undermine the institute’s secular fabric and “incite communal sentiments”, says students’ union",science,Ganesha idol removed from Meghalaya NIT campus
5db0aec0f0a9b700adeec10c,"Kavitha, with a CGPA of 9.95, also receives two other honours",general,"In a first, girl bags President of India Prize"
5db0aec0f0a9b700adeec10d,150 students dress up as the Mahatma for Gandhi Jayanti,general,Sabarmati Ashram recreated in Tirupati
5db0aec0f0a9b700adeec10e,"300 volunteers initiate litter clean up, plastic waste brand audit, art installations and a climate strike solidarity event",science,Auroville youth show the way in addressing climate change challenges
5db0aec0f0a9b700adeec10f,"The HRD Ministry had also called a review meeting with officials at QS to examine the reasons behind several prestigious Indian varsities, including Jawaharlal Nehru University (JNU) and the Hyderabad University, not finding top spots ranking",general,"HRD asks IITs to come up with action plan to improve national, international rankings"
5db0aec0f0a9b700adeec110,"An opportunity to join people across the world and document birds that have collided with buildings, power lines, and other man-made structures",sports,Global Bird Rescue Week: Bird Count India documents
5db0aec0f0a9b700adeec111,Mr. Vardhan said the government is also planning to implement a “name and fame” initiative to felicitate hospitals performing well under Ayushman Bharat-Pradhan Mantri Jan Arogya Yojna (AB-PMJAY),entertainment,Names of 111 hospitals put up on Ayushman Bharat website to “name and shame” them: Harsh Vardhan
5db0aec0f0a9b700adeec112,Hyderabad’s heritage can be experienced through maps and codes,health,Hunt for city’s historical treasure
5db0aec0f0a9b700adeec113,"The brand, which has been making trendy cloth and jute bags, opens a store selling eco-friendly products",business,Bags full of green designs by Sanchi
5db0aec0f0a9b700adeec114,"The brand, which has been making trendy cloth and jute bags, opens a store selling eco-friendly products",business,Bags full of green designs by Sanchi
5db0aec0f0a9b700adeec115,"For the week, CSI300 was down 2.1 per cent, while SSEC lost 2.5 per cent.",business,"China stocks post biggest weekly loss in seven on trade, economic woes"
5db0aec0f0a9b700adeec116,"The 30-share Sensex added around 2.13 per cent, or 808 points, to 38,822.",business,The week that was in 10 stocks: YES Bank top Nifty loser; Bajaj Fin hits new high & IRCTC IPO
5db0aec0f0a9b700adeec117,,science,Path to a free self-taught education in Computer Science | Hacker News
5db0aec0f0a9b700adeec118,The sanction is for the period between October to December this year,business,Govt sanctions ₹7.87 crores as out-of-pocket allowance for Khelo India athletes
5db0aec0f0a9b700adeec119,Small steps point to a completely new science in dealing with the plastics problem.,science,Early work on for safe replacement of plastics
5db0aec0f0a9b700adeec11a,"The videos provided by the girl, of her giving body massages to Chinmayanand, are termed ""unaltered, unedited and unmorphed"" by a forensic science lab.",general,Definition of rape ‘not met properly’ in case against Chinmayanand: SIT Chief
5db0aec0f0a9b700adeec11b,"The sanction is for the period between October to December this year, and will be paid to each athlete as a sum of Rs 10000 a month.",business,Govt sanctions Rs 7.87 crores as out-of-pocket allowance for Khelo India athletes
5db0aec0f0a9b700adeec11c,Low tax rates for the industry will encourage entrepreneurs and businessmen to invest in different sectors.,business,Corporate tax cut will reignite private investments: Baba Kalyani
5db0aec0f0a9b700adeec11d,"Even if India meets 40% of its power needs with renewables by 2030, our emissions will not reduce.",business,View: Can India fashion a policy to weather the existential crisis it faces?
5db0aec0f0a9b700adeec11e,The shortlist of five to six books will be announced on November 6,technology,"Perumal, Rajkamal, Fatima Bhutto in $25,000 DSC Prize longlist"
5db0aec0f0a9b700adeec11f,Recommends penal action against agencies flouting rules,sports,NGT-appointed committee submits report on lakes
5db0aec0f0a9b700adeec120,NASA’s planet-hunting telescope used for detection,science,Caught in the act: a black hole rips apart an unfortunate star
5db0aec0f0a9b700adeec121,Over 9.8 million people have submitted their names so far,science,Want your name to go to Mars? NASA gives you a chance!
5db0aec0f0a9b700adeec122,"“Not only is this your social responsibility, it also makes immense business sense,” the Prime Minister said, delivering the convocation address at the 56th Convocation Ceremony at the IIT-Madras campus",general,"Keep in mind the needs of India, PM tells IIT-Madras graduates"
5db0aec0f0a9b700adeec123,Human beings have a peculiar habit of categorizing anything and everything around them. This makes the oft-heard debate about categorization of a stream/ fie...,science,Is Equity Investing an Art or a Science?
5db0aec0f0a9b700adeec124,"The approved product is a generic version of Vesicare tablets of Astellas Pharma US, Inc.",health,Strides Pharma Science arm gets USFDA nod for drug to treat overactive bladder
5db0aec0f0a9b700adeec125,A report titled United in Science concluded that cuts in greenhouse gas emissions need to increase by between three and five times to limit the damaging effects of climate change.,science,Nuclear power can play a major role in fast-tracking decarbonisation
5db0aec0f0a9b700adeec126,Ranitidine tablets are used to treat peptic ulcers of the stomach and intestines. Data related to N-nitrosodimethylamine impurities is to be provided to the agency in 30 days.,health,Strides Pharma suspends sale of Ranitidine tab in US
5db0aec0f0a9b700adeec127,"Ministry of railways said that 'Industry 4.0' will be commonly referred to as the fourth industrial revolution amid the current trend of automation, interconnectivity and data exchange in manufacturing technologies to increase productivity.",business,"Industry 4.0: Railways to integrate Big Data, AI"
5db0aec0f0a9b700adeec128,The HRD Ministry has directed the prestigious Indian Institutes of Technology (IITs) to come up with an action plan to improve their national and international rankings.,business,"HRD asks IITs to come up with action plan to improve national, international rankings"
5db0aec0f0a9b700adeec129,"The approved product is a generic version of Vesicare tablets of Astellas Pharma US, Inc.",health,Strides Pharma Science arm gets USFDA nod for drug to treat overactive bladder
5db0aec0f0a9b700adeec12a,Ranitidine tablets are used to treat peptic ulcers of the stomach and intestines. Data related to N-nitrosodimethylamine impurities is to be provided to the agency in 30 days.,health,Strides Pharma suspends sale of Ranitidine tab in US
5db0aec0f0a9b700adeec12b,"On the National Stock Exchange, it cracked 7.94 per cent to close at Rs 302.60.",business,Strides Pharma shares plunge 8% as company suspends sales of ranitidine tablets in US
5db0aec0f0a9b700adeec12c,Among the stocks that touched their 52-week lows were Yes Bank and Indian Bank.,business,Stock market update: 54 stocks hit 52-week lows on NSE
5db0aec0f0a9b700adeec12d,‘FSL officials prepared incorrect report to save the accused’,technology,CBI files case against two for fudging reports
5db0aec0f0a9b700adeec12e,"Thachil's book 'Elite Parties, Poor Voters: How Social Services Win Votes in India' showed how the goodwill generated by the Sangh Parivar’s social service activities translated to votes for the BJP.",general,Slums are emerging as arenas of competence politics: Tariq Thachil
5db0aec0f0a9b700adeec12f,"If you're prone to feeling sleepy and tired during the afternoon, don't feel bad about it. It's natural, as are afternoon naps. NASA said as much in its latest research. But what if there were other ways to recharge your brain? What if instead you could mastu…",science,"Mid-Day Masturbation May Be Better For You Than An Afternoon Power Nap, Science Says"
5db0aec0f0a9b700adeec130,"In Slovenia's dramatically beautiful Karst region, six astronauts have been put through their paces for future missions -- not in a flashy futuristic space centre but deep underground in the area's network of cold, dark and muddy caves. This Wednesday they em…",science,6 'Cavenauts' Are Ready For Exciting Project To Explore The World Of Deep Caves In Slovenia
5db0aec0f0a9b700adeec131,"It is no news that Indian cuisine is incomplete without onion and garlic as many delicacies involve the use of onion and garlic, whether it is something as simple as a humble dal or a flavourful and lip-smacking curry. And now we have one more reason to inclu…",health,Indian Student Gauri Desai's Research Proves Eating Garlic And Onion Reduces Breast Cancer Risk
5db0aec0f0a9b700adeec132,"NASA is on schedule to launch another Mars mission next year, with it going another rover to the Red Planet. It is however inviting you to add your name to the mission so you can tag along (in a way). But we’re fast closing on the deadline for that so you nee…",science,"Last Chance To Send Your Name To Mars For Free On NASA's 2020 Rover, Here's How"
5db0aec0f0a9b700adeec133,"In order to let you in on the power of herbs, we prepared this list of herbs that can foster prosperity, protection and love in your home. These herbs are easily available and will not only create really good vibes but make your house look fabulous! So st",technology,"Magical Herbs For Success, Love And Prosperity"
